timestamp,real,predito,acerto
321,eating_concentrates,sniff,False
322,eating_concentrates,sniff,False
323,eating_concentrates,sniff,False
324,eating_concentrates,sniff,False
325,eating_concentrates,sniff,False
326,eating_concentrates,sniff,False
327,eating_concentrates,sniff,False
328,eating_concentrates,sniff,False
329,eating_concentrates,sniff,False
330,eating_concentrates,sniff,False
331,eating_concentrates,sniff,False
332,eating_concentrates,sniff,False
333,eating_concentrates,sniff,False
334,eating_concentrates,sniff,False
335,eating_concentrates,sniff,False
336,eating_concentrates,sniff,False
337,eating_concentrates,sniff,False
338,eating_concentrates,sniff,False
339,eating_concentrates,sniff,False
340,eating_concentrates,sniff,False
341,eating_concentrates,sniff,False
342,eating_concentrates,sniff,False
343,eating_concentrates,sniff,False
344,eating_concentrates,sniff,False
345,eating_concentrates,sniff,False
346,eating_concentrates,sniff,False
347,eating_concentrates,sniff,False
348,eating_concentrates,drinking_milk,False
349,eating_concentrates,sniff,False
350,eating_concentrates,sniff,False
351,eating_concentrates,sniff,False
352,eating_concentrates,sniff,False
353,eating_concentrates,sniff,False
354,eating_concentrates,sniff,False
355,eating_concentrates,sniff,False
356,eating_concentrates,sniff,False
357,eating_concentrates,sniff,False
358,eating_concentrates,sniff,False
359,eating_concentrates,sniff,False
360,eating_concentrates,sniff,False
361,eating_concentrates,sniff,False
362,eating_concentrates,sniff,False
363,eating_concentrates,sniff,False
364,eating_concentrates,sniff,False
365,eating_concentrates,sniff,False
366,eating_concentrates,sniff,False
367,eating_concentrates,sniff,False
368,eating_concentrates,sniff,False
369,eating_concentrates,sniff,False
370,eating_concentrates,sniff,False
371,eating_concentrates,sniff,False
372,eating_concentrates,sniff,False
373,eating_concentrates,sniff,False
374,eating_concentrates,sniff,False
375,eating_concentrates,sniff,False
376,eating_concentrates,sniff,False
377,eating_concentrates,sniff,False
378,eating_concentrates,sniff,False
379,eating_concentrates,sniff,False
380,eating_concentrates,sniff,False
381,eating_concentrates,sniff,False
382,eating_concentrates,sniff,False
383,eating_concentrates,sniff,False
384,eating_concentrates,sniff,False
385,eating_concentrates,sniff,False
386,eating_concentrates,sniff,False
387,eating_concentrates,sniff,False
388,eating_concentrates,sniff,False
389,eating_concentrates,sniff,False
390,eating_concentrates,sniff,False
391,eating_concentrates,sniff,False
392,eating_concentrates,lying,False
393,eating_concentrates,sniff,False
394,eating_concentrates,sniff,False
395,eating_concentrates,sniff,False
396,eating_concentrates,lying,False
397,eating_concentrates,sniff,False
398,eating_concentrates,sniff,False
399,eating_concentrates,sniff,False
400,eating_concentrates,sniff,False
401,eating_concentrates,sniff,False
402,eating_concentrates,sniff,False
403,eating_concentrates,sniff,False
404,eating_concentrates,sniff,False
405,eating_concentrates,sniff,False
406,eating_concentrates,sniff,False
407,eating_concentrates,sniff,False
408,eating_concentrates,sniff,False
409,eating_concentrates,sniff,False
410,eating_concentrates,sniff,False
411,eating_concentrates,sniff,False
412,eating_concentrates,sniff,False
413,eating_concentrates,sniff,False
414,eating_concentrates,lying,False
415,eating_concentrates,sniff,False
416,eating_concentrates,lying,False
417,eating_concentrates,lying,False
418,eating_concentrates,lying,False
419,eating_concentrates,lying,False
420,eating_concentrates,lying,False
421,eating_concentrates,lying,False
422,eating_concentrates,sniff,False
423,eating_concentrates,sniff,False
424,eating_concentrates,lying,False
425,eating_concentrates,lying,False
426,eating_concentrates,lying,False
427,eating_concentrates,lying,False
428,eating_concentrates,lying,False
429,eating_concentrates,lying,False
430,eating_concentrates,lying,False
431,eating_concentrates,lying,False
432,eating_concentrates,sniff,False
433,eating_concentrates,sniff,False
434,eating_concentrates,lying,False
435,eating_concentrates,lying,False
436,eating_concentrates,sniff,False
437,eating_concentrates,sniff,False
438,eating_concentrates,sniff,False
439,eating_concentrates,sniff,False
440,eating_concentrates,lying,False
441,eating_concentrates,lying,False
442,eating_concentrates,sniff,False
443,eating_concentrates,sniff,False
444,eating_concentrates,sniff,False
445,eating_concentrates,sniff,False
446,eating_concentrates,sniff,False
447,eating_concentrates,sniff,False
448,eating_concentrates,sniff,False
449,eating_concentrates,sniff,False
450,eating_concentrates,sniff,False
451,eating_concentrates,standing,False
452,eating_concentrates,standing,False
453,eating_concentrates,sniff,False
454,eating_concentrates,lying,False
455,eating_concentrates,standing,False
456,eating_concentrates,lying,False
457,eating_concentrates,lying,False
458,eating_concentrates,standing,False
459,eating_concentrates,standing,False
460,eating_concentrates,standing,False
461,eating_concentrates,standing,False
462,eating_concentrates,standing,False
463,eating_concentrates,standing,False
464,eating_concentrates,standing,False
465,eating_concentrates,standing,False
466,eating_concentrates,standing,False
467,eating_concentrates,standing,False
468,eating_concentrates,standing,False
469,eating_concentrates,standing,False
470,eating_concentrates,standing,False
471,eating_concentrates,drinking_milk,False
472,eating_concentrates,drinking_milk,False
473,eating_concentrates,drinking_milk,False
474,eating_concentrates,grooming,False
475,eating_concentrates,standing,False
476,eating_concentrates,drinking_milk,False
477,eating_concentrates,drinking_milk,False
478,eating_concentrates,grooming,False
479,eating_concentrates,lying,False
480,eating_concentrates,grooming,False
481,eating_concentrates,grooming,False
482,eating_concentrates,drinking_milk,False
483,eating_concentrates,lying,False
484,eating_concentrates,grooming,False
485,eating_concentrates,drinking_milk,False
486,eating_concentrates,drinking_milk,False
487,eating_concentrates,drinking_milk,False
488,eating_concentrates,grooming,False
489,eating_concentrates,lying,False
490,eating_concentrates,grooming,False
491,eating_concentrates,standing,False
492,eating_concentrates,lying,False
493,eating_concentrates,standing,False
494,eating_concentrates,drinking_milk,False
495,eating_concentrates,lying,False
496,eating_concentrates,lying,False
497,eating_concentrates,lying,False
498,eating_concentrates,lying,False
499,eating_concentrates,lying,False
500,eating_concentrates,lying,False
501,eating_concentrates,standing,False
502,eating_concentrates,lying,False
503,eating_concentrates,lying,False
504,eating_concentrates,lying,False
505,eating_concentrates,lying,False
506,eating_concentrates,standing,False
507,eating_concentrates,lying,False
508,eating_concentrates,lying,False
509,eating_concentrates,lying,False
510,eating_concentrates,lying,False
511,eating_concentrates,lying,False
512,eating_concentrates,standing,False
513,eating_concentrates,lying,False
514,eating_concentrates,lying,False
515,eating_concentrates,lying,False
516,eating_concentrates,lying,False
517,eating_concentrates,lying,False
518,eating_concentrates,lying,False
519,eating_concentrates,lying,False
520,eating_concentrates,lying,False
521,eating_concentrates,lying,False
522,eating_concentrates,lying,False
523,eating_concentrates,lying,False
524,eating_concentrates,lying,False
525,eating_concentrates,lying,False
526,eating_concentrates,lying,False
527,eating_concentrates,lying,False
528,eating_concentrates,lying,False
529,eating_concentrates,lying,False
530,eating_concentrates,lying,False
531,eating_concentrates,lying,False
532,eating_concentrates,lying,False
533,eating_concentrates,lying,False
534,eating_concentrates,lying,False
535,eating_concentrates,lying,False
536,eating_concentrates,lying,False
537,eating_concentrates,lying,False
538,eating_concentrates,lying,False
539,eating_concentrates,lying,False
540,eating_concentrates,lying,False
541,eating_concentrates,lying,False
542,eating_concentrates,lying,False
543,eating_concentrates,lying,False
544,eating_concentrates,lying,False
545,eating_concentrates,drinking_milk,False
546,eating_concentrates,drinking_milk,False
547,eating_concentrates,drinking_milk,False
548,eating_concentrates,drinking_milk,False
549,eating_concentrates,drinking_milk,False
550,eating_concentrates,drinking_milk,False
551,eating_concentrates,eating_concentrates,True
552,eating_concentrates,eating_concentrates,True
553,eating_concentrates,drinking_milk,False
554,eating_concentrates,drinking_milk,False
555,eating_concentrates,drinking_milk,False
556,eating_concentrates,drinking_milk,False
557,eating_concentrates,drinking_milk,False
558,eating_concentrates,drinking_milk,False
559,eating_concentrates,drinking_milk,False
560,eating_concentrates,drinking_milk,False
561,eating_concentrates,drinking_milk,False
562,eating_concentrates,drinking_milk,False
563,eating_concentrates,drinking_milk,False
564,eating_concentrates,drinking_milk,False
565,eating_concentrates,lying,False
566,eating_concentrates,lying,False
567,eating_concentrates,drinking_milk,False
568,eating_concentrates,drinking_milk,False
569,eating_concentrates,drinking_milk,False
570,eating_concentrates,lying,False
571,eating_concentrates,drinking_milk,False
572,eating_concentrates,drinking_milk,False
573,eating_concentrates,drinking_milk,False
574,eating_concentrates,lying,False
575,eating_concentrates,drinking_milk,False
576,eating_concentrates,lying,False
577,eating_concentrates,lying,False
578,eating_concentrates,lying,False
579,eating_concentrates,drinking_milk,False
580,eating_concentrates,drinking_milk,False
581,eating_concentrates,lying,False
582,eating_concentrates,drinking_milk,False
583,eating_concentrates,drinking_milk,False
584,eating_concentrates,drinking_milk,False
585,eating_concentrates,drinking_milk,False
586,eating_concentrates,lying,False
587,eating_concentrates,lying,False
588,eating_concentrates,drinking_milk,False
589,eating_concentrates,drinking_milk,False
590,eating_concentrates,lying,False
591,eating_concentrates,drinking_milk,False
592,eating_concentrates,drinking_milk,False
593,eating_concentrates,drinking_milk,False
594,eating_concentrates,lying,False
595,eating_concentrates,lying,False
596,eating_concentrates,lying,False
597,eating_concentrates,drinking_milk,False
598,eating_concentrates,drinking_milk,False
599,eating_concentrates,drinking_milk,False
600,eating_concentrates,lying,False
601,eating_concentrates,drinking_milk,False
602,eating_concentrates,lying,False
603,eating_concentrates,lying,False
604,eating_concentrates,lying,False
605,eating_concentrates,lying,False
606,eating_concentrates,lying,False
607,eating_concentrates,lying,False
608,eating_concentrates,lying,False
609,eating_concentrates,drinking_milk,False
610,eating_concentrates,drinking_milk,False
611,eating_concentrates,drinking_milk,False
612,eating_concentrates,drinking_milk,False
613,eating_concentrates,lying,False
614,eating_concentrates,drinking_milk,False
615,eating_concentrates,drinking_milk,False
616,eating_concentrates,lying,False
617,eating_concentrates,lying,False
618,eating_concentrates,lying,False
619,eating_concentrates,lying,False
620,eating_concentrates,lying,False
621,eating_concentrates,lying,False
622,eating_concentrates,drinking_milk,False
623,eating_concentrates,lying,False
624,eating_concentrates,drinking_milk,False
625,eating_concentrates,lying,False
626,eating_concentrates,drinking_milk,False
627,eating_concentrates,drinking_milk,False
628,eating_concentrates,drinking_milk,False
629,eating_concentrates,drinking_milk,False
630,eating_concentrates,drinking_milk,False
631,eating_concentrates,drinking_milk,False
632,eating_concentrates,drinking_milk,False
633,eating_concentrates,drinking_milk,False
634,eating_concentrates,drinking_milk,False
635,eating_concentrates,drinking_milk,False
636,eating_concentrates,lying,False
637,eating_concentrates,lying,False
638,eating_concentrates,lying,False
639,eating_concentrates,lying,False
640,eating_concentrates,drinking_milk,False
641,eating_concentrates,drinking_milk,False
642,eating_concentrates,lying,False
643,eating_concentrates,lying,False
644,eating_concentrates,lying,False
645,eating_concentrates,lying,False
646,eating_concentrates,lying,False
647,eating_concentrates,lying,False
648,eating_concentrates,lying,False
649,eating_concentrates,lying,False
650,eating_concentrates,lying,False
651,eating_concentrates,lying,False
652,eating_concentrates,lying,False
653,eating_concentrates,lying,False
654,eating_concentrates,lying,False
655,eating_concentrates,lying,False
656,eating_concentrates,lying,False
657,eating_concentrates,lying,False
658,eating_concentrates,lying,False
659,eating_concentrates,lying,False
660,eating_concentrates,lying,False
661,eating_concentrates,lying,False
662,eating_concentrates,lying,False
663,eating_concentrates,lying,False
664,eating_concentrates,lying,False
665,eating_concentrates,lying,False
666,eating_concentrates,lying,False
667,eating_concentrates,lying,False
668,eating_concentrates,lying,False
669,eating_concentrates,lying,False
670,eating_concentrates,lying,False
671,eating_concentrates,lying,False
672,eating_concentrates,lying,False
673,eating_concentrates,lying,False
674,eating_concentrates,lying,False
675,eating_concentrates,lying,False
676,eating_concentrates,lying,False
677,eating_concentrates,lying,False
678,eating_concentrates,lying,False
679,eating_concentrates,lying,False
680,eating_concentrates,lying,False
681,eating_concentrates,lying,False
682,eating_concentrates,lying,False
683,eating_concentrates,lying,False
684,eating_concentrates,lying,False
685,eating_concentrates,lying,False
686,eating_concentrates,lying,False
687,eating_concentrates,lying,False
688,eating_concentrates,lying,False
689,eating_concentrates,lying,False
690,eating_concentrates,lying,False
691,eating_concentrates,lying,False
692,eating_concentrates,lying,False
693,eating_concentrates,lying,False
694,eating_concentrates,lying,False
695,eating_concentrates,lying,False
696,eating_concentrates,lying,False
697,eating_concentrates,lying,False
698,eating_concentrates,lying,False
699,eating_concentrates,lying,False
700,eating_concentrates,lying,False
701,eating_concentrates,lying,False
702,eating_concentrates,lying,False
703,eating_concentrates,lying,False
704,eating_concentrates,lying,False
705,eating_concentrates,lying,False
706,eating_concentrates,lying,False
707,eating_concentrates,lying,False
708,eating_concentrates,lying,False
709,eating_concentrates,lying,False
710,eating_concentrates,lying,False
711,eating_concentrates,lying,False
712,eating_concentrates,lying,False
713,eating_concentrates,lying,False
714,eating_concentrates,lying,False
715,eating_concentrates,lying,False
716,eating_concentrates,lying,False
717,eating_concentrates,lying,False
718,eating_concentrates,lying,False
719,eating_concentrates,lying,False
720,eating_concentrates,lying,False
721,eating_concentrates,lying,False
722,eating_concentrates,lying,False
723,eating_concentrates,lying,False
724,eating_concentrates,lying,False
725,eating_concentrates,lying,False
726,eating_concentrates,lying,False
727,eating_concentrates,lying,False
728,eating_concentrates,lying,False
729,eating_concentrates,lying,False
730,eating_concentrates,lying,False
731,eating_concentrates,lying,False
732,eating_concentrates,lying,False
733,eating_concentrates,lying,False
734,eating_concentrates,lying,False
735,eating_concentrates,lying,False
736,eating_concentrates,lying,False
737,eating_concentrates,lying,False
738,eating_concentrates,lying,False
739,eating_concentrates,lying,False
740,eating_concentrates,lying,False
741,eating_concentrates,lying,False
742,eating_concentrates,lying,False
743,eating_concentrates,lying,False
744,eating_concentrates,lying,False
745,eating_concentrates,lying,False
746,eating_concentrates,lying,False
747,eating_concentrates,lying,False
748,eating_concentrates,lying,False
749,eating_concentrates,lying,False
750,eating_concentrates,lying,False
751,eating_concentrates,lying,False
752,eating_concentrates,lying,False
753,eating_concentrates,lying,False
754,eating_concentrates,lying,False
755,eating_concentrates,lying,False
756,eating_concentrates,lying,False
757,eating_concentrates,lying,False
758,eating_concentrates,lying,False
759,eating_concentrates,lying,False
760,eating_concentrates,lying,False
761,eating_concentrates,lying,False
762,eating_concentrates,lying,False
763,eating_concentrates,lying,False
764,eating_concentrates,lying,False
765,eating_concentrates,lying,False
766,eating_concentrates,lying,False
767,eating_concentrates,lying,False
768,eating_concentrates,lying,False
769,eating_concentrates,lying,False
770,eating_concentrates,lying,False
771,eating_concentrates,lying,False
772,eating_concentrates,lying,False
773,eating_concentrates,lying,False
774,eating_concentrates,lying,False
775,eating_concentrates,lying,False
776,eating_concentrates,lying,False
777,eating_concentrates,lying,False
778,eating_concentrates,lying,False
779,eating_concentrates,lying,False
780,eating_concentrates,lying,False
781,eating_concentrates,lying,False
782,eating_concentrates,lying,False
783,eating_concentrates,lying,False
784,eating_concentrates,lying,False
785,eating_concentrates,lying,False
786,eating_concentrates,lying,False
787,eating_concentrates,lying,False
788,eating_concentrates,lying,False
789,eating_concentrates,lying,False
790,eating_concentrates,lying,False
791,eating_concentrates,lying,False
792,eating_concentrates,lying,False
793,eating_concentrates,lying,False
794,eating_concentrates,lying,False
795,eating_concentrates,lying,False
796,eating_concentrates,lying,False
797,eating_concentrates,lying,False
798,eating_concentrates,lying,False
799,eating_concentrates,lying,False
800,eating_concentrates,lying,False
801,eating_concentrates,lying,False
802,eating_concentrates,lying,False
803,eating_concentrates,lying,False
804,eating_concentrates,lying,False
805,eating_concentrates,lying,False
806,eating_concentrates,lying,False
807,eating_concentrates,lying,False
808,eating_concentrates,lying,False
809,eating_concentrates,lying,False
810,eating_concentrates,lying,False
811,eating_concentrates,lying,False
812,eating_concentrates,lying,False
813,eating_concentrates,lying,False
814,eating_concentrates,lying,False
815,eating_concentrates,lying,False
816,eating_concentrates,lying,False
817,eating_concentrates,lying,False
818,eating_concentrates,lying,False
819,eating_concentrates,lying,False
820,eating_concentrates,lying,False
821,eating_concentrates,lying,False
822,eating_concentrates,lying,False
823,eating_concentrates,lying,False
824,eating_concentrates,lying,False
825,eating_concentrates,lying,False
826,eating_concentrates,lying,False
827,eating_concentrates,lying,False
828,eating_concentrates,lying,False
829,eating_concentrates,lying,False
830,eating_concentrates,lying,False
831,eating_concentrates,lying,False
832,eating_concentrates,lying,False
833,eating_concentrates,lying,False
834,eating_concentrates,lying,False
835,eating_concentrates,lying,False
836,eating_concentrates,lying,False
837,eating_concentrates,lying,False
838,eating_concentrates,lying,False
839,eating_concentrates,lying,False
840,eating_concentrates,lying,False
841,eating_concentrates,lying,False
842,eating_concentrates,lying,False
843,eating_concentrates,lying,False
844,eating_concentrates,lying,False
845,eating_concentrates,lying,False
846,eating_concentrates,lying,False
847,eating_concentrates,lying,False
848,eating_concentrates,lying,False
849,eating_concentrates,lying,False
850,eating_concentrates,lying,False
851,eating_concentrates,lying,False
852,eating_concentrates,lying,False
853,eating_concentrates,lying,False
854,eating_concentrates,lying,False
855,eating_concentrates,lying,False
856,eating_concentrates,lying,False
857,eating_concentrates,lying,False
858,eating_concentrates,lying,False
859,eating_concentrates,lying,False
860,eating_concentrates,lying,False
861,eating_concentrates,lying,False
862,eating_concentrates,lying,False
863,eating_concentrates,lying,False
864,eating_concentrates,lying,False
865,eating_concentrates,lying,False
866,eating_concentrates,lying,False
867,eating_concentrates,lying,False
868,eating_concentrates,lying,False
869,eating_concentrates,lying,False
870,eating_concentrates,lying,False
871,eating_concentrates,lying,False
872,eating_concentrates,lying,False
873,eating_concentrates,lying,False
874,eating_concentrates,lying,False
875,eating_concentrates,lying,False
876,eating_concentrates,lying,False
877,eating_concentrates,lying,False
878,eating_concentrates,lying,False
879,eating_concentrates,lying,False
880,eating_concentrates,lying,False
